id,name,shortName,tla,crest,address,website,founded,clubColors,venue,lastUpdated
1,1. FC Köln,1. FC Köln,KOE,https://crests.football-data.org/1.png,Franz-Kremer-Allee 1 Köln 50937,http://www.fc-koeln.de,1948.0,Red / White,RheinEnergieSTADION,2022-02-25T16:49:46Z
2,TSG 1899 Hoffenheim,Hoffenheim,TSG,https://crests.football-data.org/2.png,Horrenberger Straße 58 Zuzenhausen 74939,http://www.achtzehn99.de,1921.0,Blue / White,PreZero Arena,2022-02-25T16:49:58Z
3,Bayer 04 Leverkusen,Leverkusen,B04,https://crests.football-data.org/3.png,Bismarckstr. 122-124 Leverkusen 51373,http://www.bayer04.de,1904.0,Red / White / Black,BayArena,2022-02-25T16:43:07Z
4,Borussia Dortmund,Dortmund,BVB,https://crests.football-data.org/4.png,Rheinlanddamm 207-209 Dortmund 44137,http://www.bvb.de,1909.0,Black / Yellow,Signal Iduna Park,2022-02-25T16:50:16Z
5,FC Bayern München,Bayern,FCB,https://crests.football-data.org/5.png,Säbenerstr. 51 München 81547,http://www.fcbayern.de,1900.0,Red / White / Blue,Allianz Arena,2024-07-09T17:26:37Z
6,FC Schalke 04,Schalke,S04,https://crests.football-data.org/6.png,Ernst-Kuzorra-Weg 1 Gelsenkirchen 45891,http://www.schalke04.de,1904.0,Blue / White,Veltins-Arena,2022-11-21T15:12:51Z
7,Hamburger SV,HSV,HSV,https://crests.football-data.org/7.png,Sylvesterallee 7 Hamburg 22525,http://www.hsv.de,1887.0,White / Red / Blue,Volksparkstadion,2023-02-28T07:57:55Z
8,Hannover 96,Hannover,H96,https://crests.football-data.org/8.png,Robert-Enke-Straße 1 Hannover 30169,http://www.hannover96.de,1896.0,Red / Black,HDI-Arena,2023-02-28T07:58:51Z
9,Hertha BSC,Hertha BSC,BSC,https://crests.football-data.org/9.png,"Hanns-Braun-Straße, Friesenhaus II Berlin 14053",http://www.herthabsc.de,1892.0,Blue / White,Olympiastadion Berlin,2023-02-28T07:58:59Z
10,VfB Stuttgart,Stuttgart,VFB,https://crests.football-data.org/10.png,Mercedesstraße 109 Stuttgart 70372,http://www.vfb.de,1893.0,White / Red,Mercedes-Benz Arena,2023-02-28T07:59:06Z
11,VfL Wolfsburg,Wolfsburg,WOB,https://crests.football-data.org/11.png,In den Allerwiesen 1 Wolfsburg 38446,http://www.vfl-wolfsburg.de,1945.0,Green / White,Volkswagen Arena,2024-07-29T17:13:21Z
12,SV Werder Bremen,Bremen,SVW,https://crests.football-data.org/12.png,Franz-Böhmert-Str. 1c Bremen 28205,http://www.werder.de,1899.0,Green / White,Weserstadion,2024-07-29T17:13:29Z
13,1. FC Kaiserslautern,Kaiserslautern,FCK,https://crests.football-data.org/13.png,Fritz-Walter-Straße 1 Kaiserslautern 67663,http://www.fck.de,1900.0,Red / White,Fritz-Walter-Stadion,2022-07-12T12:06:51Z
14,1. FC Nürnberg,Nürnberg,FCN,https://crests.football-data.org/14.png,Valznerweiherstraße 200 Nürnberg 90480,http://www.fcn.de,1900.0,Red / White,Max-Morlock-Stadion,2023-02-28T07:59:27Z
15,1. FSV Mainz 05,Mainz,M05,https://crests.football-data.org/15.png,Dr.-Martin-Luther-King-Weg 20 Mainz 55122,http://www.mainz05.de,1905.0,Red / White,Opel Arena,2023-02-28T07:59:34Z
16,FC Augsburg,Augsburg,FCA,https://crests.football-data.org/16.png,Donauwörther Straße 170 Augsburg 86154,http://www.fcaugsburg.de,1907.0,Red / Green / White,WWK Arena,2023-02-28T07:59:40Z
17,SC Freiburg,Freiburg,SCF,https://crests.football-data.org/17.png,Schwarzwaldstraße 193 Freiburg 79117,http://www.scfreiburg.com,1912.0,Red / White,Schwarzwald-Stadion,2024-07-29T17:13:41Z
18,Borussia Mönchengladbach,M'gladbach,BMG,https://crests.football-data.org/18.png,Hennes-Weisweiler-Allee 1 Mönchengladbach 41179,http://www.borussia.de,1900.0,Black / White / Green,Stadion im Borussia-Park,2023-02-28T07:59:45Z
19,Eintracht Frankfurt,Frankfurt,SGE,https://crests.football-data.org/19.png,Mörfelder Landstraße 362 Frankfurt am Main 60528,http://www.eintracht.de,1899.0,Red / Black,Deutsche Bank Park,2024-07-29T17:13:52Z
20,FC St. Pauli 1910,St. Pauli,STP,https://crests.football-data.org/20.png,Auf dem Heiligengeistfeld Hamburg 20359,http://www.fcstpauli.de,1910.0,Brown / White,Millerntor-Stadion,2022-07-12T12:08:57Z
21,SpVgg Greuther Fürth 1903,Greuther Fürth,FUR,https://crests.football-data.org/21.png,Laubenweg 60 Fürth 90765,http://www.greuther-fuerth.de,1860.0,White / Green,Sportpark Ronhof Thomas Sommer,2024-07-29T17:13:58Z
22,FC Erzgebirge Aue,Erzgebirge Aue,AUE,https://crests.football-data.org/22.png,Lößnitzer Straße 95 Aue 08280,http://www.fc-erzgebirge.de,1946.0,Purple / White,Sparkassen-Erzgebirgsstadion,2022-07-12T12:08:04Z
23,FC Energie Cottbus,Cottbus,FCE,https://upload.wikimedia.org/wikipedia/en/1/12/Fcenergie.png,Am Eliaspark 1 Cottbus 03042,http://www.fcenergie.de,1963.0,Red / White,Stadion der Freundschaft,2024-06-06T12:55:23Z
24,TSV Fortuna 95 Düsseldorf,Düsseldorf,F95,https://crests.football-data.org/24.png,Flinger Broich 87 Düsseldorf 40235,http://www.f95.de,1911.0,Red / White,Merkur Spielarena,2024-07-29T17:14:10Z
25,MSV Duisburg,Duisburg,DUI,https://crests.football-data.org/25.png,Margaretenstraße 5-7 Duisburg 47055,http://www.msv-duisburg.de,1902.0,Blue / White,Schauinsland-Reisen-Arena,2022-07-22T08:46:21Z
26,TSV 1860 München,1860 München,60M,https://crests.football-data.org/26.png,Grünwalder Str. 114 München 81547,http://www.tsv1860.de,1848.0,White / Blue,Städtisches Stadion an der Grünwalder Straße,2022-07-12T12:10:11Z
27,Alemannia Aachen,Aachen,AAC,https://crests.football-data.org/27.png,null Aachen null,http://www.alemannia-aachen.de,1900.0,,Tivoli,2024-12-17T10:58:44Z
28,1. FC Union Berlin,Union Berlin,UNB,https://crests.football-data.org/28.png,An der Wuhlheide 263 Berlin 12555,http://www.fc-union-berlin.de,1906.0,Red / White,Stadion An der Alten Försterei,2024-07-29T17:14:25Z
29,SC Paderborn 07,SC Paderborn,SCP,https://crests.football-data.org/29.png,Paderborner Str. 89 Paderborn 33104,http://www.scpaderborn07.de,1985.0,Black / Blue,Benteler-Arena,2022-07-12T12:09:44Z
30,FSV Frankfurt,FSV Frankfurt,FSV,https://crests.football-data.org/30.png,Am Erlenbruch 1 Frankfurt am Main 60386,http://www.fsv-frankfurt.de,1899.0,Black / Blue,PSD Bank Arena,2022-07-26T10:02:28Z
31,FC Ingolstadt 04,Ingolstadt,ING,https://crests.football-data.org/31.png,Geisenfelder Straße 1 Ingolstadt 85053,http://www.fcingolstadt.de,2004.0,Black / Red,Audi-Sportpark,2022-07-12T12:08:48Z
32,Karlsruher SC,Karlsruhe,KSC,https://crests.football-data.org/32.png,Adenauerring 17 Karlsruhe 76131,http://www.ksc.de,1894.0,Blue / White,Wildparkstadion,2022-07-12T12:09:34Z
33,Eintracht Braunschweig,Braunschweig,BNS,https://crests.football-data.org/33.png,Hamburger Straße 210 Braunschweig 38112,http://www.eintracht.com,1895.0,Yellow / Blue,Eintracht-Stadion,2022-02-25T16:45:49Z
34,FC Hansa Rostock,Hansa Rostock,ROS,https://crests.football-data.org/34.png,Trotzenburger Weg 14 Rostock 18057,http://www.fc-hansa.de,1954.0,White / Blue,Ostseestadion,2022-07-12T12:08:26Z
35,SG Dynamo Dresden,Dynamo Dresden,DYN,https://crests.football-data.org/35.png,Lennéstraße 12 Dresden 01069,http://www.dynamo-dresden.de,1950.0,Black / Yellow,DDV-Stadion,2024-07-29T17:14:31Z
36,VfL Bochum 1848,Bochum,BOC,https://crests.football-data.org/36.png,Castroper Straße 145 Bochum 44791,http://www.vfl-bochum.de,1849.0,Blue / White,Vonovia Ruhrstadion,2022-02-19T08:39:46Z
37,SC Rot-Weiß Oberhausen,Oberhausen,RWO,https://crests.football-data.org/37.png,Rechenacker 62 Oberhausen 46049,http://www.rwo-online.de,1904.0,Red / White,Stadion Niederrhein,2023-02-28T08:00:16Z
38,Arminia Bielefeld,Bielefeld,BIE,https://crests.football-data.org/38.png,Melanchthonstraße 31a Bielefeld 33615,http://www.arminia-bielefeld.de,1905.0,Black / White / Blue,SchücoArena Kunstrasenplatz,2024-07-29T17:14:46Z
39,SV Wehen Wiesbaden,Wehen,SVW,https://crests.football-data.org/39.png,Berliner Straße 9 Wiesbaden 65189,http://www.svwehen-wiesbaden.de,1926.0,Red / Black / Gold,BRITA-Arena,2022-07-22T08:47:26Z
41,1. FC Saarbrücken,Saarbrücken,SAR,https://crests.football-data.org/41.png,Berliner Promenade 12 Saarbrücken 66111,http://www.fc-saarbruecken.de,1903.0,Blue / Black,Hermann-Neuberger-Stadion,2022-03-22T10:08:48Z
42,Offenbacher Kickers,Kick. Offenbach,OFF,https://crests.football-data.org/42.png,null Offenbach null,http://www.ofc.de,1901.0,,,2024-06-06T12:55:31Z
43,SSV Jahn Regensburg,Regensburg,REG,https://crests.football-data.org/43.png,Prüfeninger Str. 57a Regensburg 93049,http://www.ssv-jahn.de,1899.0,Red / White,Jahnstadion,2022-07-12T12:10:00Z
44,1. FC Heidenheim 1846,Heidenheim,HEI,https://crests.football-data.org/44.png,Schloßhaustraße 162 Heidenheim 89522,http://www.fc-heidenheim.de,1846.0,Blue / Red / White,Voith-Arena,2024-07-29T17:14:58Z
45,VfB Stuttgart II,Stuttgart II,STU,https://crests.football-data.org/45.png,Mercedesstraße 109 Stuttgart 70372,http://www.vfb.de,1893.0,White / Red,Robert-Schlienz-Stadion,2024-07-29T17:15:52Z
46,SV Sandhausen 1916,Sandhausen,SAN,https://crests.football-data.org/46.png,Jahnstraße 1 Sandhausen 69207,http://www.svsandhausen.de,1916.0,Black / White,BWT-Stadion Am Hardtwald,2022-07-26T18:00:56Z
47,SV Babelsberg 03,Babelsberg,BAB,https://crests.football-data.org/47.png,Karl-Liebknecht-Straße 90 Potsdam 14482,http://www.babelsberg03.de,1903.0,Blue / White,Karl-Liebknecht-Stadion,2023-06-26T14:10:53Z
48,SpVgg Unterhaching,Unterhaching,UNT,https://crests.football-data.org/48.png,Am Sportpark 9 Unterhaching 82008,http://www.spvggunterhaching.de,1925.0,Red / Blue,Alpenbauer Sportpark,2023-05-01T09:28:13Z
49,FC Carl Zeiss Jena,CZ Jena,CZJ,https://crests.football-data.org/49.png,null Jena null,https://www.fc-carlzeiss-jena.de,1903.0,,,2022-07-12T12:07:52Z
50,VfR Aalen,Aalen,AAL,https://crests.football-data.org/50.png,Stadionweg 5/1 Aalen 73430,http://www.vfr-aalen.de,1921.0,Black / White,Ostalb Arena,2024-07-29T17:16:01Z
53,SV Wacker Burghausen,Burghausen,BUR,https://crests.football-data.org/53.png,Franz-Alexander-Str. 7 Burghausen 84489,http://www.wacker1930.de,1930.0,White / Black,,2022-07-21T09:04:50Z
54,Chemnitzer FC,Chemnitzer FC,CFC,https://crests.football-data.org/54.png,Reichenhainer Straße 154 Chemnitz 09125,http://www.chemnitzerfc.de,1945.0,Sky Blue / White,Stadion Chemnitz,2022-07-12T12:07:43Z
55,SV Darmstadt 98,Darmstadt,SVD,https://crests.football-data.org/55.png,Nieder-Ramstädter-Straße 170 Darmstadt 64285,http://www.sv98.de,1898.0,Blue / White,Merck-Stadion am Böllenfalltor,2022-07-26T18:01:00Z
57,Arsenal FC,Arsenal,ARS,https://crests.football-data.org/57.png,75 Drayton Park London N5 1BU,http://www.arsenal.com,1886.0,Red / White,Emirates Stadium,2022-02-10T19:48:56Z
58,Aston Villa FC,Aston Villa,AVL,https://crests.football-data.org/58.png,Villa Park Birmingham B6 6HE,http://www.avfc.co.uk,1872.0,Claret / Sky Blue,Villa Park,2022-04-03T16:22:14Z
59,Blackburn Rovers FC,Blackburn,BLA,https://crests.football-data.org/59.png,Ewood Park Blackburn BB2 4JF,http://www.rovers.co.uk,1874.0,Blue / White,Ewood Park,2022-02-19T08:50:27Z
60,Bolton Wanderers FC,Bolton,BOL,https://crests.football-data.org/60.png,Burnden Way Bolton BL6 6JW,http://www.bwfc.co.uk,1874.0,White / Navy Blue,University of Bolton Stadium,2022-05-11T10:55:59Z
61,Chelsea FC,Chelsea,CHE,https://crests.football-data.org/61.png,Fulham Road London SW6 1HS,http://www.chelseafc.com,1905.0,Royal Blue / White,Stamford Bridge,2022-02-10T19:24:40Z
62,Everton FC,Everton,EVE,https://crests.football-data.org/62.png,Goodison Park Liverpool L4 4EL,http://www.evertonfc.com,1878.0,Blue / White,Goodison Park,2022-02-10T19:47:42Z
63,Fulham FC,Fulham,FUL,https://crests.football-data.org/63.png,"Craven Cottage, Stevenage Road London SW6 6HH",http://www.fulhamfc.com,1879.0,White / Black,Craven Cottage,2024-07-29T17:16:11Z
64,Liverpool FC,Liverpool,LIV,https://crests.football-data.org/64.png,Anfield Road Liverpool L4 0TH,http://www.liverpoolfc.tv,1892.0,Red / White,Anfield,2022-02-10T19:30:22Z
65,Manchester City FC,Man City,MCI,https://crests.football-data.org/65.png,SportCity Manchester M11 3FF,https://www.mancity.com,1880.0,Sky Blue / White,Etihad Stadium,2022-02-10T19:48:37Z
66,Manchester United FC,Man United,MUN,https://crests.football-data.org/66.png,Sir Matt Busby Way Manchester M16 0RA,http://www.manutd.com,1878.0,Red / White,Old Trafford,2022-02-10T19:27:46Z
67,Newcastle United FC,Newcastle,NEW,https://crests.football-data.org/67.png,Sports Direct Arena Newcastle upon Tyne NE1 4ST,http://www.nufc.co.uk,1881.0,Black / White,St. James' Park,2022-09-28T18:51:07Z
68,Norwich City FC,Norwich,NOR,https://crests.football-data.org/68.png,Carrow Road Norwich NR1 1JE,http://www.canaries.co.uk,1902.0,Yellow / Green,Carrow Road,2022-03-23T08:28:03Z
69,Queens Park Rangers FC,QPR,QPR,https://crests.football-data.org/69.png,"South Africa Road, Shepherds Bush London W12 7PA",http://www.qpr.co.uk,1882.0,Blue / White,Kiyan Prince Foundation Stadium,2022-02-22T14:17:12Z
70,Stoke City FC,Stoke,STK,https://crests.football-data.org/70.png,Stanley Matthews Way Stoke-on-Trent ST4 4EG,http://www.stokecityfc.com,1863.0,Red / White,Bet365 Stadium,2022-02-25T16:56:58Z
71,Sunderland AFC,Sunderland,SUN,https://crests.football-data.org/71.png,The Sunderland Stadium of Light Sunderland SR5 1SU,http://www.safc.com,1879.0,Red / White,Stadium of Light,2022-02-19T09:12:07Z
72,Swansea City AFC,Swansea,SWA,https://crests.football-data.org/72.png,"Liberty Stadium, Landore Swansea, Glamorgan SA1 2FA",http://www.swanseacity.net,1912.0,White / Black,Liberty Stadium,2022-03-22T10:08:20Z
73,Tottenham Hotspur FC,Tottenham,TOT,https://crests.football-data.org/73.png,"Bill Nicholson Way, 748 High Road London N17 0AP",http://www.tottenhamhotspur.com,1882.0,Navy Blue / White,Tottenham Hotspur Stadium,2024-05-11T21:39:03Z
74,West Bromwich Albion FC,West Brom,WBA,https://crests.football-data.org/74.png,The Hawthorns West Bromwich B71 4LF,http://www.wba.co.uk,1879.0,White / Navy Blue,The Hawthorns,2022-02-19T09:11:36Z
75,Wigan Athletic FC,Wigan Athletic,WIG,https://crests.football-data.org/75.png,Loire Drive Wigan WN5 0UZ,http://www.wiganlatics.co.uk,1932.0,Blue / White,The Brick Community Stadium,2024-12-05T11:59:59Z
76,Wolverhampton Wanderers FC,Wolverhampton,WOL,https://crests.football-data.org/76.png,Waterloo Road Wolverhampton WV1 4QR,http://www.wolves.co.uk,1877.0,Black / Gold,Molineux Stadium,2024-07-29T17:16:22Z
77,Athletic Club,Athletic,ATH,https://crests.football-data.org/77.png,"Ibaigane, Alameda Mazarredo, 23 Bilbao 48009",http://www.athletic-club.eus,1898.0,Red / White / Black,San Mamés,2022-03-06T09:31:27Z
78,Club Atlético de Madrid,Atleti,ATL,https://crests.football-data.org/78.png,"Paseo Virgen del Puerto, 67 Madrid 28005",http://www.clubatleticodemadrid.com,1903.0,Red / White / Blue,Estadio Wanda Metropolitano,2024-07-29T17:08:58Z
79,CA Osasuna,Osasuna,OSA,https://crests.football-data.org/79.png,"Calle del Sadar, s/n Pamplona 31006",http://www.osasuna.es,1920.0,Red / Navy Blue,Estadio El Sadar,2024-07-29T17:09:06Z
80,RCD Espanyol de Barcelona,Espanyol,ESP,https://crests.football-data.org/80.png,"Avenida Baix Llobregat, 100 Cornellà de Llobregat 08940",http://www.rcdespanyol.com,1900.0,Blue / White,RCDE Stadium,2024-07-29T17:09:12Z
81,FC Barcelona,Barça,FCB,https://crests.football-data.org/81.png,Avenida Arístides Maillol s/n Barcelona 08028,http://www.fcbarcelona.com,1899.0,Red / Navy Blue / Orange,Camp Nou,2024-07-29T17:09:22Z
82,Getafe CF,Getafe,GET,https://crests.football-data.org/82.png,"Avenida Teresa de Calcuta, s/n Getafe 28903",http://www.getafecf.com,1946.0,Blue / White,Coliseum Alfonso Pérez,2022-02-25T16:43:35Z
83,Granada CF,Granada,GRA,https://crests.football-data.org/83.png,"Calle del Pintor Manuel Maldonado, s/n Granada 18007",http://www.granadacf.es,1931.0,Red / White,Estadio Nuevo Los Cármenes,2024-07-29T17:11:42Z
84,Málaga CF,Málaga,MAL,https://crests.football-data.org/84.png,"Paseo de Martiricos, s/n Málaga 29011",http://www.malagacf.es,1933.0,Blue / White,Estadio La Rosaleda,2022-07-26T17:35:29Z
86,Real Madrid CF,Real Madrid,RMA,https://crests.football-data.org/86.png,"Avenida Concha Espina, 1 Madrid 28036",http://www.realmadrid.com,1902.0,White / Purple,Estadio Santiago Bernabéu,2022-02-19T08:59:31Z
87,Rayo Vallecano de Madrid,Rayo Vallecano,RAY,https://crests.football-data.org/87.png,"Calle del Payaso Fofó, s/n Madrid 28018",http://www.rayovallecano.es,1924.0,White / Red,Estadio del Rayo Vallecano,2024-07-29T17:10:35Z
88,Levante UD,Levante,LEV,https://crests.football-data.org/88.png,"Calle San Vicente de Paúl, 44 Valencia 46019",http://www.levanteud.com,1909.0,Crimson / Blue,Estadio Ciudad de Valencia,2024-07-29T17:11:36Z
89,RCD Mallorca,Mallorca,MAL,https://crests.football-data.org/89.png,"Son Moix, Calle Camí dels Reis, s/n Palma de Mallorca 07011",http://www.rcdmallorca.es,1916.0,Red / Black,Iberostar Estadi,2022-02-19T08:44:00Z
90,Real Betis Balompié,Real Betis,BET,https://crests.football-data.org/90.png,"Avenida de Heliópolis, s/n Sevilla 41012",http://www.realbetisbalompie.es,1907.0,Green / White,Estadio Benito Villamarín,2022-05-03T08:22:26Z
91,Real Zaragoza,Real Zaragoza,ZAR,https://crests.football-data.org/91.png,"Calle de Eduardo Ibarra, 6 Zaragoza 50009",http://www.realzaragoza.com,1903.0,White / Navy Blue,Estadio de la Romareda,2022-07-26T17:35:25Z
92,Real Sociedad de Fútbol,Real Sociedad,RSO,https://crests.football-data.org/92.png,"Anoeta Pasalekua, 1 San Sebastián 20014",http://www.realsociedad.com,1903.0,Blue / White,Estadio Municipal de Anoeta,2024-07-29T17:10:27Z
94,Villarreal CF,Villarreal,VIL,https://crests.football-data.org/94.png,"Camino Miralcamp, s/n Villarreal 12540",http://www.villarrealcf.es,1923.0,Yellow / Blue,Estadio de la Cerámica,2022-02-22T18:26:04Z
95,Valencia CF,Valencia,VAL,https://crests.football-data.org/95.png,"Plaza del Valencia Club de Fútbol, 2 Valencia 46010",http://www.valenciacf.com,1919.0,White / Orange / Black,Estadio de Mestalla,2024-07-29T17:10:18Z
96,Real Sporting de Gijón,Gijón,SPO,https://crests.football-data.org/96.png,"Camino de Mareo a Granda, 645 Gijon 33390",http://www.realsporting.com,1905.0,Red / White,Estadio Municipal El Molinón,2022-07-26T17:35:19Z
98,AC Milan,Milan,MIL,https://crests.football-data.org/98.png,Via Filippo Turati 3 Milano 20121,http://www.acmilan.com,1899.0,Red / Black,Stadio Giuseppe Meazza,2024-04-09T16:20:58Z
99,ACF Fiorentina,Fiorentina,FIO,https://crests.football-data.org/99.png,Viale Manfredo Fanti 4 Firenze 50137,http://www.acffiorentina.it,1926.0,Purple / White,Stadio Artemio Franchi,2024-04-09T16:20:54Z
100,AS Roma,Roma,ROM,https://crests.football-data.org/100.png,"Via di Trigoria km. 3,600 Roma 00128",http://www.asroma.it,1927.0,Maroon / Orange / White,Stadio Olimpico,2025-02-17T16:53:31Z
101,AC Siena,Siena,SIE,https://crests.football-data.org/101.png,Via della Sapienza 29 Siena 53100,https://robursiena.it/,1904.0,White / Black,Stadio Comunale Artemio Franchi - Montepaschi Arena,2023-09-04T13:08:29Z
102,Atalanta BC,Atalanta,ATA,https://crests.football-data.org/102.png,"Corso Europa, 46, Zingonia Ciserano 24040",http://www.atalanta.it,1904.0,Black / Blue,Stadio Atleti Azzurri d'Italia,2024-04-09T16:20:48Z
103,Bologna FC 1909,Bologna,BOL,https://crests.football-data.org/103.png,Via Casteldebole 10 Bologna 40132,http://www.bolognafc.it,1909.0,Red / Blue / White,Stadio Renato Dall'Ara,2024-04-09T16:20:45Z
104,Cagliari Calcio,Cagliari,CAG,https://crests.football-data.org/104.png,Viale la Plaia 15 Cagliari 09123,http://www.cagliaricalcio.net,1920.0,Red / Navy Blue / White,Sardegna Arena,2024-04-09T16:20:43Z
105,Calcio Catania,Catania,CAT,https://crests.football-data.org/105.png,Via Ferrante Aporti Catania 95123,http://www.calciocatania.it,1908.0,Sky Blue / Red,Stadio Angelo Massimino,2024-07-29T17:17:05Z
106,AC Chievo Verona,Chievo,CHI,https://crests.football-data.org/106.png,Via Luigi Galvani 3 Verona 37138,http://www.chievoverona.it,1929.0,Yellow / Blue,Stadio Marc'Antonio Bentegodi,2023-06-18T13:46:34Z
107,Genoa CFC,Genoa,GEN,https://crests.football-data.org/107.png,"Via Ronchi, 67 Genova 16155",http://www.genoacfc.it,1893.0,Red / Navy Blue,Stadio Comunale Luigi Ferraris,2024-04-09T16:20:41Z
108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908.0,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z
109,Juventus FC,Juventus,JUV,https://crests.football-data.org/109.png,"Corso Galileo Ferraris, 32 Torino 10128",http://www.juventus.com,1897.0,White / Black,Allianz Stadium,2024-04-09T16:20:37Z
110,SS Lazio,Lazio,LAZ,https://crests.football-data.org/110.png,"Via di Santa Cornelia, 1000 Formello 00060",http://www.sslazio.it,1900.0,White / Sky Blue,Stadio Olimpico,2024-04-09T16:20:32Z
112,Parma Calcio 1913,Parma,PAR,https://crests.football-data.org/112.png,"Strada Carlo Pisacane, 4 Parma 43121",http://www.parmacalcio1913.com,1913.0,White / Black,Stadio Ennio Tardini,2022-03-20T17:52:09Z
113,SSC Napoli,Napoli,NAP,https://crests.football-data.org/113.png,"Centro Tecnico di Castel Volturno, Via S.S. Domitana, Km 35 Castel Volturno 81030",http://www.sscnapoli.it,1904.0,Sky Blue / White,Stadio San Paolo,2025-02-17T16:51:11Z
114,Palermo FC,Palermo,PAL,https://crests.football-data.org/114.png,"Viale del Fante, 11 Palermo 90146",http://www.ilpalermocalcio.it,1898.0,Pink / Black,Stadio Renzo Barbera,2022-07-19T17:24:27Z
115,Udinese Calcio,Udinese,UDI,https://crests.football-data.org/115.png,Via Agostino e Angelo Candolini 2 Udine 33100,http://www.udinese.it,1896.0,White / Black,Dacia Arena,2022-02-24T07:45:52Z
196,SG Wattenscheid 09,Wattenscheid,SGW,https://crests.football-data.org/196.png,Lohrheidestraße 82 Bochum-Wattenscheid 44866,http://www.sgwattenscheid09.de,1909.0,White / Black,,2023-05-19T08:25:04Z
198,FSV Zwickau,Zwickau,ZWI,https://crests.football-data.org/198.png,Geinitzstr. 22 Zwickau 08056,http://www.fsv-zwickau.de,1912.0,Red / White,Stadion Zwickau,2022-07-22T08:45:33Z
200,ASC Daco-Getica București,Daco-Getica,DAC,,Soseaua Fundeni nr. 243 Bucureşti Sector 2,,1992.0,White / Black,,2021-07-05T16:41:08Z
201,Carrick Rangers FC,Carrick,CAR,https://crests.football-data.org/201.png,"null Carrickfergus, Co. Antrim null",http://www.carrickrangers.co.uk,1939.0,Black / Orange,Belfast Loughshore Hotel Arena,2022-11-16T12:52:50Z
204,SC Fortuna Köln,Fortuna Köln,FOR,https://crests.football-data.org/204.png,Am Vorgebirgstor 2 Köln 50679,http://www.fortuna-koeln.de,1948.0,Red / White,Südstadion,2023-05-19T08:26:36Z
209,Mannheim,,,,null null null,,,,,2021-07-05T16:41:50Z
213,SV Reutlingen 1905,,,,null null null,,,,,2021-01-12T17:45:36Z
217,Eintracht Trier,Trier,,https://crests.football-data.org/217.png,null null null,,,,,2023-04-07T10:05:11Z
220,VfB Lübeck,Lübeck,LUB,https://crests.football-data.org/220.png,Bei der Lohmühle 13 Lübeck 23554,http://www.vfb-luebeck.de,1919.0,Green / White,Stadion an der Lohmühle,2023-07-30T22:54:47Z
225,Sportfreunde Siegen,,,https://crests.football-data.org/225.png,null null null,,,,,2024-10-28T09:44:42Z
235,Oldenburg,,,,null null null,,,,,2021-07-05T16:58:17Z
237,Albacete Balompié,Albacete,ALB,https://crests.football-data.org/237.png,"Prolongación de la Avenida de España, s/n Albacete 02006",http://www.albacetebalompie.es,1940.0,White / Black,Estadio Carlos Belmonte,2022-07-26T17:35:15Z
247,CD Logrones,,,,null null null,,,,,2021-07-05T18:20:27Z
250,Real Valladolid CF,Valladolid,VDD,https://crests.football-data.org/250.png,"Avenida del Mundial, 82 Valladolid 47014",http://www.realvalladolid.es,1928.0,Violet / White,Estadio Municipal José Zorrilla,2022-02-19T09:12:57Z
254,CD Tenerife,CD Tenerife,TEN,https://crests.football-data.org/254.png,"Callejon del Combate, 1 Santa Cruz de Tenerife 38002",http://www.clubdeportivotenerife.es,1912.0,White / Blue,Estadio Heliodoro Rodríguez Lopéz,2022-02-19T08:50:55Z
258,Real Murcia CF,Real Murcia,MUR,http://upload.wikimedia.org/wikipedia/de/a/ae/Real_Murcia.svg,"Avenida del Estadio, s/n Murcia 30110",http://www.realmurcia.es,1908.0,Red / White,Estadio Nueva Condomina,2020-04-16T04:12:07Z
260,CD Numancia,Numancia,NUM,https://crests.football-data.org/260.png,"Avenida de Mariano Vicén, 16 Soria 42003",http://www.cdnumancia.com,1945.0,Red / Blue,Nuevo Estadio Los Pajaritos,2024-07-29T17:17:15Z
263,Deportivo Alavés,Alavés,ALA,https://crests.football-data.org/263.png,"Mendizorroza, Paseo Cervantes, s/n Vitoria 01007",http://www.alaves.com,1921.0,Blue / White,Estadio de Mendizorroza,2022-02-19T08:23:45Z
264,Cádiz CF,Cádiz CF,CAD,https://crests.football-data.org/264.png,"Plaza de Madrid, s/n Cádiz 11010",http://www.cadizcf.com,1910.0,Yellow / Blue,Estadio Ramón de Carranza,2022-02-19T08:55:59Z
267,UD Almería,Almería,ALM,https://crests.football-data.org/267.png,"Calle Alcalde Santiago Martínez Cabrejas, 5 Almería 04007",http://www.udalmeriasad.com,1989.0,Red / White,Estadio de los Juegos Mediterráneos,2022-08-16T12:47:01Z
268,Deportivo Xerez,,XER,https://crests.football-data.org/268.png,null null null,,,,,2023-06-09T15:55:16Z
269,Hércules de Alicante CF,Hércules,HER,http://upload.wikimedia.org/wikipedia/en/8/8a/H%C3%A9rcules_cf_200px.png,"Calle Foguerer Romeu Zarandieta, s/n Alicante 03005",http://www.herculesdealicantecf.net,1922.0,Blue / White,Estadio José Rico Pérez,2020-04-16T04:12:16Z
